external_id,reference,color,tra_value,size,label,ean,image,price
A065H94000,A065H,ALF,variante 7,0,3 BODIES US MC,3666072761781,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H94F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H94010,A065H,ALF,variante 7,1,3 BODIES US MC,3666072761798,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H94F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H94030,A065H,ALF,variante 7,3,3 BODIES US MC,3666072761828,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H94F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H94070,A065H,ALF,variante 7,7,3 BODIES US MC,3666072761811,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H94F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H94080,A065H,ALF,variante 7,8,3 BODIES US MC,3666072761835,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H94F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H94090,A065H,ALF,variante 7,9,3 BODIES US MC,3666072761842,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H94F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H94490,A065H,ALF,variante 7,49,3 BODIES US MC,3666072761804,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H94F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H96000,A065H,ALD,variante 5,0,3 BODIES US MC,3666072762207,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H96F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H96010,A065H,ALD,variante 5,1,3 BODIES US MC,3666072762214,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H96F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H96030,A065H,ALD,variante 5,3,3 BODIES US MC,3666072761682,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H96F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H96070,A065H,ALD,variante 5,7,3 BODIES US MC,3666072761675,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H96F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H96080,A065H,ALD,variante 5,8,3 BODIES US MC,3666072761699,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H96F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H96090,A065H,ALD,variante 5,9,3 BODIES US MC,3666072761705,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H96F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H96490,A065H,ALD,variante 5,49,3 BODIES US MC,3666072761668,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H96F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H97000,A065H,ZG9,variante 4,0,3 BODIES US MC,3666072761712,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H97010,A065H,ZG9,variante 4,1,3 BODIES US MC,3666072761729,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H97030,A065H,ZG9,variante 4,3,3 BODIES US MC,3666072761750,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H97070,A065H,ZG9,variante 4,7,3 BODIES US MC,3666072761743,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H97080,A065H,ZG9,variante 4,8,3 BODIES US MC,3666072761767,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H97090,A065H,ZG9,variante 4,9,3 BODIES US MC,3666072761774,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065H97490,A065H,ZG9,variante 4,49,3 BODIES US MC,3666072761736,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065H97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K00000,A065K,ZGA,variante 1,0,3 BODIES US MC,3666072762924,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K00F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K00010,A065K,ZGA,variante 1,1,3 BODIES US MC,3666072762931,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K00F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K00030,A065K,ZGA,variante 1,3,3 BODIES US MC,3666072762962,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K00F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K00070,A065K,ZGA,variante 1,7,3 BODIES US MC,3666072762955,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K00F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K00080,A065K,ZGA,variante 1,8,3 BODIES US MC,3666072762979,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K00F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K00090,A065K,ZGA,variante 1,9,3 BODIES US MC,3666072762986,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K00F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K00490,A065K,ZGA,variante 1,49,3 BODIES US MC,3666072762948,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K00F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K97000,A065K,ZG9,variante 4,0,3 BODIES US MC,3666072762993,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K97010,A065K,ZG9,variante 4,1,3 BODIES US MC,3666072763006,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K97030,A065K,ZG9,variante 4,3,3 BODIES US MC,3666072763037,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K97070,A065K,ZG9,variante 4,7,3 BODIES US MC,3666072763020,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K97080,A065K,ZG9,variante 4,8,3 BODIES US MC,3666072763044,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K97090,A065K,ZG9,variante 4,9,3 BODIES US MC,3666072763051,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K97490,A065K,ZG9,variante 4,49,3 BODIES US MC,3666072763013,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K99000,A065K,ZG7,variante 2,0,3 BODIES US MC,3666072762788,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K99F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K99010,A065K,ZG7,variante 2,1,3 BODIES US MC,3666072762795,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K99F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K99030,A065K,ZG7,variante 2,3,3 BODIES US MC,3666072762825,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K99F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K99070,A065K,ZG7,variante 2,7,3 BODIES US MC,3666072762818,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K99F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K99080,A065K,ZG7,variante 2,8,3 BODIES US MC,3666072762832,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K99F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K99090,A065K,ZG7,variante 2,9,3 BODIES US MC,3666072762849,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K99F1.jpg?sw=200&sh=200&sm=fit,22.0
A065K99490,A065K,ZG7,variante 2,49,3 BODIES US MC,3666072762801,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065K99F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R97000,A065R,ZG9,variante 4,0,3 BODIES US ML,3666072763846,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R97010,A065R,ZG9,variante 4,1,3 BODIES US ML,3666072763853,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R97030,A065R,ZG9,variante 4,3,3 BODIES US ML,3666072763884,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R97070,A065R,ZG9,variante 4,7,3 BODIES US ML,3666072763877,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R97080,A065R,ZG9,variante 4,8,3 BODIES US ML,3666072763891,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R97090,A065R,ZG9,variante 4,9,3 BODIES US ML,3666072763907,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R97490,A065R,ZG9,variante 4,49,3 BODIES US ML,3666072763860,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R97F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R98000,A065R,ZG8,variante 3,0,3 BODIES US ML,3666072764058,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R98F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R98010,A065R,ZG8,variante 3,1,3 BODIES US ML,3666072764065,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R98F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R98030,A065R,ZG8,variante 3,3,3 BODIES US ML,3666072764096,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R98F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R98070,A065R,ZG8,variante 3,7,3 BODIES US ML,3666072764089,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R98F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R98080,A065R,ZG8,variante 3,8,3 BODIES US ML,3666072764102,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R98F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R98090,A065R,ZG8,variante 3,9,3 BODIES US ML,3666072764119,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R98F1.jpg?sw=200&sh=200&sm=fit,22.0
A065R98490,A065R,ZG8,variante 3,49,3 BODIES US ML,3666072764072,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A065R98F1.jpg?sw=200&sh=200&sm=fit,22.0
A067094040,A0670,ALF,variante 7,4,3 CULOTTES,3666072767448,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067094F1.jpg?sw=200&sh=200&sm=fit,15.0
A067094050,A0670,ALF,variante 7,5,3 CULOTTES,3666072767455,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067094F1.jpg?sw=200&sh=200&sm=fit,15.0
A067094060,A0670,ALF,variante 7,6,3 CULOTTES,3666072767462,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067094F1.jpg?sw=200&sh=200&sm=fit,15.0
A067094100,A0670,ALF,variante 7,10,3 CULOTTES,3666072767486,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067094F1.jpg?sw=200&sh=200&sm=fit,17.0
A067094110,A0670,ALF,variante 7,11,3 CULOTTES,3666072767493,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067094F1.jpg?sw=200&sh=200&sm=fit,17.0
A067094120,A0670,ALF,variante 7,12,3 CULOTTES,3666072767509,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067094F1.jpg?sw=200&sh=200&sm=fit,17.0
A067094130,A0670,ALF,variante 7,13,3 CULOTTES,3666072767516,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067094F1.jpg?sw=200&sh=200&sm=fit,17.0
A067094500,A0670,ALF,variante 7,50,3 CULOTTES,3666072767479,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067094F1.jpg?sw=200&sh=200&sm=fit,15.0
A067095040,A0670,ALE,variante 6,4,3 CULOTTES,3666072767363,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067095F1.jpg?sw=200&sh=200&sm=fit,15.0
A067095050,A0670,ALE,variante 6,5,3 CULOTTES,3666072767370,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067095F1.jpg?sw=200&sh=200&sm=fit,15.0
A067095060,A0670,ALE,variante 6,6,3 CULOTTES,3666072767387,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067095F1.jpg?sw=200&sh=200&sm=fit,15.0
A067095100,A0670,ALE,variante 6,10,3 CULOTTES,3666072767400,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067095F1.jpg?sw=200&sh=200&sm=fit,17.0
A067095110,A0670,ALE,variante 6,11,3 CULOTTES,3666072767417,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067095F1.jpg?sw=200&sh=200&sm=fit,17.0
A067095120,A0670,ALE,variante 6,12,3 CULOTTES,3666072767424,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067095F1.jpg?sw=200&sh=200&sm=fit,17.0
A067095130,A0670,ALE,variante 6,13,3 CULOTTES,3666072767431,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067095F1.jpg?sw=200&sh=200&sm=fit,17.0
A067095500,A0670,ALE,variante 6,50,3 CULOTTES,3666072767394,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067095F1.jpg?sw=200&sh=200&sm=fit,15.0
A067097040,A0670,ZG9,variante 4,4,3 CULOTTES,3666072768001,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067097F1.jpg?sw=200&sh=200&sm=fit,15.0
A067097050,A0670,ZG9,variante 4,5,3 CULOTTES,3666072768018,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067097F1.jpg?sw=200&sh=200&sm=fit,15.0
A067097060,A0670,ZG9,variante 4,6,3 CULOTTES,3666072768025,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067097F1.jpg?sw=200&sh=200&sm=fit,15.0
A067097100,A0670,ZG9,variante 4,10,3 CULOTTES,3666072768049,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067097F1.jpg?sw=200&sh=200&sm=fit,17.0
A067097110,A0670,ZG9,variante 4,11,3 CULOTTES,3666072768056,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067097F1.jpg?sw=200&sh=200&sm=fit,17.0
A067097120,A0670,ZG9,variante 4,12,3 CULOTTES,3666072768063,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067097F1.jpg?sw=200&sh=200&sm=fit,17.0
A067097130,A0670,ZG9,variante 4,13,3 CULOTTES,3666072768070,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067097F1.jpg?sw=200&sh=200&sm=fit,17.0
A067097500,A0670,ZG9,variante 4,50,3 CULOTTES,3666072768032,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067097F1.jpg?sw=200&sh=200&sm=fit,15.0
A067098040,A0670,ZG8,variante 3,4,3 CULOTTES,3666072767929,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067098F1.jpg?sw=200&sh=200&sm=fit,15.0
A067098050,A0670,ZG8,variante 3,5,3 CULOTTES,3666072767936,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067098F1.jpg?sw=200&sh=200&sm=fit,15.0
A067098060,A0670,ZG8,variante 3,6,3 CULOTTES,3666072767943,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067098F1.jpg?sw=200&sh=200&sm=fit,15.0
A067098100,A0670,ZG8,variante 3,10,3 CULOTTES,3666072767967,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067098F1.jpg?sw=200&sh=200&sm=fit,17.0
A067098110,A0670,ZG8,variante 3,11,3 CULOTTES,3666072767974,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067098F1.jpg?sw=200&sh=200&sm=fit,17.0
A067098120,A0670,ZG8,variante 3,12,3 CULOTTES,3666072767981,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067098F1.jpg?sw=200&sh=200&sm=fit,17.0
A067098130,A0670,ZG8,variante 3,13,3 CULOTTES,3666072767998,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067098F1.jpg?sw=200&sh=200&sm=fit,17.0
A067098500,A0670,ZG8,variante 3,50,3 CULOTTES,3666072767950,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067098F1.jpg?sw=200&sh=200&sm=fit,15.0
A067099040,A0670,ZG7,variante 2,4,3 CULOTTES,3666072767844,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067099F1.jpg?sw=200&sh=200&sm=fit,15.0
A067099050,A0670,ZG7,variante 2,5,3 CULOTTES,3666072767851,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067099F1.jpg?sw=200&sh=200&sm=fit,15.0
A067099060,A0670,ZG7,variante 2,6,3 CULOTTES,3666072767868,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067099F1.jpg?sw=200&sh=200&sm=fit,15.0
A067099100,A0670,ZG7,variante 2,10,3 CULOTTES,3666072767882,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067099F1.jpg?sw=200&sh=200&sm=fit,17.0
A067099110,A0670,ZG7,variante 2,11,3 CULOTTES,3666072767899,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067099F1.jpg?sw=200&sh=200&sm=fit,17.0
A067099120,A0670,ZG7,variante 2,12,3 CULOTTES,3666072767905,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067099F1.jpg?sw=200&sh=200&sm=fit,17.0
A067099130,A0670,ZG7,variante 2,13,3 CULOTTES,3666072767912,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067099F1.jpg?sw=200&sh=200&sm=fit,17.0
A067099500,A0670,ZG7,variante 2,50,3 CULOTTES,3666072767875,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A067099F1.jpg?sw=200&sh=200&sm=fit,15.0
A069N00120,A069N,ZGA,variante 1,12,3 CULOTTES,3666072769152,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N00F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N00130,A069N,ZGA,variante 1,13,3 CULOTTES,3666072769169,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N00F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N00140,A069N,ZGA,variante 1,14,3 CULOTTES,3666072769176,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N00F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N00150,A069N,ZGA,variante 1,15,3 CULOTTES,3666072769183,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N00F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N00160,A069N,ZGA,variante 1,16,3 CULOTTES,3666072769190,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N00F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N97120,A069N,ZG9,variante 4,12,3 CULOTTES,3666072769251,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N97F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N97130,A069N,ZG9,variante 4,13,3 CULOTTES,3666072769268,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N97F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N97140,A069N,ZG9,variante 4,14,3 CULOTTES,3666072769275,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N97F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N97150,A069N,ZG9,variante 4,15,3 CULOTTES,3666072769282,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N97F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N97160,A069N,ZG9,variante 4,16,3 CULOTTES,3666072769053,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N97F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N99120,A069N,ZG7,variante 2,12,3 CULOTTES,3666072769206,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N99F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N99130,A069N,ZG7,variante 2,13,3 CULOTTES,3666072769213,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N99F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N99140,A069N,ZG7,variante 2,14,3 CULOTTES,3666072769220,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N99F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N99150,A069N,ZG7,variante 2,15,3 CULOTTES,3666072769237,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N99F1.jpg?sw=200&sh=200&sm=fit,19.0
A069N99160,A069N,ZG7,variante 2,16,3 CULOTTES,3666072769244,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069N99F1.jpg?sw=200&sh=200&sm=fit,19.0
A069X02000,A069X,FZY,PAPI/PANACOTTA,0,DORS BIEN,3666072746771,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069X02F1.jpg?sw=200&sh=200&sm=fit,22.0
A069X02010,A069X,FZY,PAPI/PANACOTTA,1,DORS BIEN,3666072746795,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A069X02F1.jpg?sw=200&sh=200&sm=fit,22.0
